Latitude,Longitude,Value
12.5,-107.5,1.253790629
12.5,-102.5,1.392994602
12.5,-97.5,1.609312702
12.5,-92.5,1.73765712
12.5,-87.5,1.667930807
12.5,-82.5,1.789052903
12.5,-77.5,1.833646694
12.5,-72.5,1.980639655
12.5,-67.5,1.962051367
12.5,-62.5,1.877322582
12.5,-57.5,1.823564649
12.5,-52.5,1.672351237
12.5,-47.5,1.621049002
12.5,-42.5,1.673283915
12.5,-37.5,1.850219511
12.5,-32.5,2.01639913
12.5,-27.5,2.062362568
12.5,-22.5,2.124405902
12.5,-17.5,2.392320964
12.5,-12.5,2.581951018
12.5,-7.5,2.673099935
12.5,-2.5,2.28574924
12.5,2.5,1.996474832
12.5,7.5,2.108524113
12.5,12.5,1.604272609
12.5,17.5,1.759476791
12.5,22.5,1.922775773
12.5,27.5,1.904046561
12.5,32.5,2.617274044
12.5,37.5,2.530874955
