Latitude,Longitude,Value
12.5,42.5,2.382349544
12.5,47.5,2.366143412
12.5,52.5,2.131295303
12.5,57.5,2.333640726
12.5,62.5,2.339610025
12.5,67.5,2.337361159
12.5,72.5,2.32204041
12.5,77.5,2.147974533
12.5,82.5,2.106195242
12.5,87.5,2.050006619
12.5,92.5,1.937852217
12.5,97.5,1.924100454
12.5,102.5,2.109835653
12.5,107.5,2.36080707
12.5,112.5,1.853581281
12.5,117.5,1.703704817
12.5,122.5,1.671354375
12.5,127.5,1.801829684
12.5,132.5,1.704538704
12.5,137.5,1.85531575
12.5,142.5,1.929577037
12.5,147.5,1.957034301
12.5,152.5,1.975342902
17.5,-177.5,1.808811268
17.5,-172.5,1.758387002
17.5,-167.5,1.752895734
17.5,-162.5,1.634312907
17.5,-157.5,1.543602715
17.5,-152.5,1.38308404
17.5,-147.5,1.351625291
17.5,-142.5,1.239581958
17.5,-137.5,1.164031165
17.5,-132.5,1.259614557
17.5,-127.5,1.46606845
17.5,-122.5,1.747689601
17.5,-117.5,1.723869824
17.5,-112.5,1.433756081
17.5,-107.5,1.238370436
17.5,-102.5,1.652497703
17.5,-97.5,1.837826307
17.5,-92.5,1.646944442
17.5,-87.5,1.983392969
17.5,-82.5,1.656534319
17.5,-77.5,1.887004812
17.5,-72.5,1.961383241
17.5,-67.5,2.050892225
17.5,-62.5,1.99606578
17.5,-57.5,1.880896035
17.5,-52.5,1.840413133
17.5,-47.5,1.762799385
17.5,-42.5,1.764718168
17.5,-37.5,1.903853244
17.5,-32.5,2.026340777
17.5,-27.5,1.964726085
17.5,-22.5,1.890764051
17.5,-17.5,1.912273542
17.5,-12.5,3.540792224
17.5,-7.5,2.907608995
17.5,-2.5,2.715984422
17.5,2.5,2.377323122
17.5,7.5,1.942007072
17.5,12.5,1.60972126
17.5,17.5,1.792770336
17.5,22.5,1.761552035
17.5,27.5,2.094927119
17.5,32.5,2.58826637
17.5,37.5,2.020220296
17.5,42.5,2.302361904
17.5,47.5,3.13393249
17.5,52.5,2.879341641
17.5,57.5,2.450520089
17.5,62.5,2.331126596
17.5,67.5,2.284661516
17.5,72.5,2.184380967
17.5,77.5,2.09829392
17.5,82.5,1.90780534
17.5,87.5,1.894628898
17.5,92.5,1.652006703
17.5,97.5,2.393492139
17.5,102.5,1.90164095
17.5,107.5,1.965858118
17.5,112.5,2.23498417
17.5,117.5,2.114530546
17.5,122.5,1.970899891
17.5,127.5,1.601528021
17.5,132.5,1.593978346
17.5,137.5,1.629400438
17.5,142.5,1.681094978
17.5,147.5,1.882363886
17.5,152.5,1.93523601
17.5,157.5,1.899335286
22.5,-177.5,1.735631062
22.5,-172.5,1.786906843
22.5,-167.5,1.743496159
22.5,-162.5,1.717896368
22.5,-157.5,1.706372701
22.5,-152.5,1.524332827
22.5,-147.5,1.447021741
22.5,-142.5,1.304795578
22.5,-137.5,1.2107551539999999
22.5,-132.5,1.359966544
22.5,-127.5,1.628929158
22.5,-122.5,1.858330626
22.5,-117.5,1.94700832
22.5,-112.5,1.777319312
22.5,-107.5,1.53982196
22.5,-102.5,2.011030776
22.5,-97.5,2.034048523
22.5,-92.5,1.476088023
22.5,-87.5,1.21191876
22.5,-82.5,1.466322152
22.5,-77.5,1.702483571
22.5,-72.5,1.862437577
22.5,-67.5,1.928344772
22.5,-62.5,2.053132406
22.5,-57.5,2.029655457
22.5,-52.5,1.935973649
22.5,-47.5,1.866206024
22.5,-42.5,1.878161287
22.5,-37.5,2.032787062
22.5,-32.5,2.193768396
22.5,-27.5,2.119975009
22.5,-22.5,1.897720467
22.5,-17.5,1.989819563
22.5,-12.5,3.601236439
22.5,-7.5,3.629858066
22.5,-2.5,3.575710207
22.5,2.5,3.276621347
22.5,7.5,2.703009651
22.5,12.5,2.421265984
22.5,17.5,2.166678532
22.5,22.5,2.06311706
22.5,27.5,2.290808113
22.5,32.5,2.278571009
22.5,37.5,2.095839541
22.5,42.5,2.996070343
22.5,47.5,3.520709846
22.5,52.5,3.579132845
22.5,57.5,2.84698922
22.5,62.5,2.199223883
22.5,67.5,2.20804684
22.5,72.5,1.97155133
22.5,77.5,1.836597528
22.5,82.5,1.728385479
22.5,87.5,1.942511805
22.5,92.5,1.982814758
22.5,97.5,2.817513799
22.5,102.5,1.8824468
22.5,107.5,1.549086821
22.5,112.5,2.487288255
22.5,117.5,2.4335914
22.5,122.5,2.245072384
22.5,127.5,1.707308184
22.5,132.5,1.508982339
22.5,137.5,1.607804987
22.5,142.5,1.626338762
22.5,147.5,1.640753352
22.5,152.5,1.808138995
22.5,157.5,1.698195251
22.5,162.5,1.656456995
22.5,167.5,1.679954467
22.5,172.5,1.668097317
22.5,177.5,1.705869305
27.5,-177.5,1.704342586
27.5,-172.5,1.889299914
27.5,-167.5,1.855684931
27.5,-162.5,1.8462825919999999
27.5,-157.5,1.8569858
27.5,-152.5,1.826904342
27.5,-147.5,1.77978848
27.5,-142.5,1.566990083
27.5,-137.5,1.364372376
27.5,-132.5,1.36578108
27.5,-127.5,1.58827793
27.5,-122.5,1.796552854
27.5,-117.5,2.065425956
27.5,-112.5,2.90219898
27.5,-107.5,2.300709484
27.5,-102.5,2.083840273
27.5,-97.5,2.246195599
27.5,-92.5,1.460042747
27.5,-87.5,0.922613226
27.5,-82.5,1.000441834
27.5,-77.5,1.202335788
27.5,-72.5,1.587696883
27.5,-67.5,1.884720003
27.5,-62.5,2.027341578
27.5,-57.5,1.99874464
27.5,-52.5,1.853097642
27.5,-47.5,1.739490759
27.5,-42.5,1.658252374
27.5,-37.5,1.820925952
27.5,-32.5,2.113455402
27.5,-27.5,2.271384059
27.5,-22.5,2.257754641
27.5,-17.5,2.264585103
27.5,-12.5,2.730023684
27.5,-7.5,3.963395877
27.5,-2.5,4.137063253
27.5,2.5,3.975669683
27.5,7.5,3.663138693
27.5,12.5,3.12417977
27.5,17.5,2.540586981
27.5,22.5,2.260352773
27.5,27.5,2.318327156
27.5,32.5,2.333348665
27.5,37.5,2.423801856
27.5,42.5,3.208511489
27.5,47.5,3.226560993
27.5,52.5,2.904195313
27.5,57.5,2.848919705
27.5,62.5,2.600136859
27.5,67.5,2.165893017
27.5,72.5,2.286633361
27.5,77.5,2.016545258
27.5,82.5,1.94573893
27.5,87.5,2.063796642
27.5,92.5,2.370254871
27.5,97.5,2.416168286
27.5,102.5,2.305609077
27.5,107.5,2.11336738
27.5,112.5,2.255128304
27.5,117.5,2.747991709
27.5,122.5,2.289694784
27.5,127.5,2.393987674
27.5,132.5,1.956067328
27.5,137.5,1.57201708
27.5,142.5,1.672381764
27.5,147.5,1.22006549
27.5,152.5,1.223375781
27.5,157.5,1.357830133
27.5,162.5,1.530039606
27.5,167.5,1.732943908
27.5,172.5,1.630223184
27.5,177.5,1.664896227
32.5,-177.5,1.816248907
32.5,-172.5,1.871530915
32.5,-167.5,1.806054973
32.5,-162.5,1.947357145
32.5,-157.5,2.083212536
32.5,-152.5,2.148924479
32.5,-147.5,2.152484072
32.5,-142.5,1.880033448
32.5,-137.5,1.599397815
32.5,-132.5,1.443790524
32.5,-127.5,1.553005347
32.5,-122.5,1.890051059
32.5,-117.5,3.219891449
32.5,-112.5,2.883752309
32.5,-107.5,2.40959304
32.5,-102.5,2.950391017
32.5,-97.5,0.623192467
32.5,-92.5,0.883375847
32.5,-87.5,0.434729999
32.5,-82.5,0.774652491
32.5,-77.5,0.638128989
32.5,-72.5,1.266616391
32.5,-67.5,1.847247664
32.5,-62.5,2.145372702
32.5,-57.5,2.117362918
32.5,-52.5,1.924983815
32.5,-47.5,1.741031815
32.5,-42.5,1.508042238
32.5,-37.5,1.505975331
32.5,-32.5,1.731392204
32.5,-27.5,1.981674395
32.5,-22.5,2.21935229
32.5,-17.5,2.431107181
32.5,-12.5,2.05693597
32.5,-7.5,3.04746893
32.5,-2.5,3.65781731
32.5,2.5,4.052079707
32.5,7.5,3.956223492
32.5,12.5,3.178329626
32.5,17.5,1.918444894
32.5,22.5,2.040802656
32.5,27.5,1.771907445
32.5,32.5,1.71284009
32.5,37.5,2.478222841
32.5,42.5,3.169505827
32.5,47.5,3.966819916
32.5,52.5,4.023968566
32.5,57.5,3.869469592
32.5,62.5,3.708497771
32.5,67.5,2.884485441
32.5,72.5,1.948788094
32.5,77.5,2.177903676
32.5,82.5,2.142225608
32.5,87.5,2.421094451
32.5,92.5,2.66436073
32.5,97.5,2.637212026
32.5,102.5,2.325006367
32.5,107.5,2.335826667
32.5,112.5,2.978585752
32.5,117.5,3.188188799
32.5,122.5,2.360819225
32.5,127.5,3.251192918
32.5,132.5,3.113427034
32.5,137.5,2.522339361
32.5,142.5,2.12711833
32.5,147.5,1.478660443
32.5,152.5,1.164798465
32.5,157.5,1.230635174
32.5,162.5,1.517507291
32.5,167.5,1.796781116
32.5,172.5,1.714047478
32.5,177.5,1.786581211
37.5,-177.5,1.840933296
37.5,-172.5,1.831459047
37.5,-167.5,1.82857946
37.5,-162.5,1.702116469
37.5,-157.5,1.938822233
37.5,-152.5,2.182112279
37.5,-147.5,2.251839184
37.5,-142.5,2.090710556
37.5,-137.5,1.864150804
37.5,-132.5,1.595711141
37.5,-127.5,1.566724106
37.5,-122.5,1.829033277
37.5,-117.5,2.35526982
37.5,-112.5,2.574004253
37.5,-107.5,2.692494921
37.5,-102.5,2.216203994
37.5,-97.5,1.241213709
37.5,-92.5,0.985093968
37.5,-87.5,1.032528999
37.5,-82.5,1.581228505
37.5,-77.5,1.983770656
37.5,-72.5,2.04089185
37.5,-67.5,2.035143661
37.5,-62.5,1.782232034
37.5,-57.5,1.695498872
37.5,-52.5,1.738702498
37.5,-47.5,1.539520106
37.5,-42.5,1.196011798
37.5,-37.5,1.049625828
37.5,-32.5,1.551740198
37.5,-27.5,1.832738462
37.5,-22.5,1.863624186
37.5,-17.5,2.114480463
37.5,-12.5,2.117012112
37.5,-7.5,2.720131126
37.5,-2.5,2.798800527
37.5,2.5,2.638740937
37.5,7.5,2.722628923
37.5,12.5,2.167479044
37.5,17.5,2.01513529
37.5,22.5,1.800411522
37.5,27.5,1.947260943
37.5,32.5,1.917473854
37.5,37.5,2.792187932
37.5,42.5,3.338051791
37.5,47.5,3.539227602
37.5,52.5,2.787450499
37.5,57.5,4.185193714
37.5,62.5,4.165124073
37.5,67.5,3.693384141
37.5,72.5,2.934672094
37.5,77.5,2.89390861
37.5,82.5,2.854953028
37.5,87.5,2.882755168
37.5,92.5,3.577119638
37.5,97.5,3.078088405
37.5,107.5,3.026113765
37.5,112.5,3.381542609
37.5,117.5,3.61164401
37.5,122.5,2.264031472
37.5,127.5,3.299212873
37.5,132.5,3.56779075
37.5,137.5,2.992954326
37.5,142.5,2.815599784
37.5,147.5,2.021991744
37.5,152.5,1.408668793
37.5,157.5,1.273574882
37.5,162.5,1.416847021
37.5,167.5,1.762379687
37.5,172.5,1.686401413
37.5,177.5,1.751370848
42.5,-177.5,1.343744087
42.5,-172.5,1.512331398
42.5,-167.5,1.631232149
42.5,-162.5,1.698515487
42.5,-157.5,1.837172148
42.5,-152.5,1.959268962
42.5,-147.5,2.07471823
42.5,-142.5,1.982756038
42.5,-137.5,1.852150424
42.5,-132.5,1.669662801
42.5,-127.5,1.605881732
42.5,-122.5,2.186481944
42.5,-117.5,1.578882812
42.5,-112.5,1.746876095
42.5,-107.5,2.731211897
42.5,-102.5,2.373602015
42.5,-97.5,1.958786484
42.5,-92.5,1.650082756
42.5,-87.5,1.990997917
42.5,-82.5,2.467832455
42.5,-77.5,2.731865379
42.5,-72.5,3.567299866
42.5,-67.5,3.380799004
42.5,-62.5,3.207833287
42.5,-57.5,2.140079324
42.5,-52.5,2.187817058
42.5,-47.5,1.601761914
42.5,-42.5,0.627439845
42.5,-37.5,0.407705903
42.5,-32.5,0.497744995
42.5,-27.5,0.828414962
42.5,-22.5,1.391709914
42.5,-17.5,1.826905509
42.5,-12.5,1.982350335
42.5,-7.5,2.598521085
42.5,-2.5,3.219060778
42.5,2.5,2.815710608
42.5,7.5,2.320319712
42.5,12.5,2.502681292
42.5,17.5,2.335477949
42.5,22.5,2.884774017
42.5,27.5,2.678209635
42.5,32.5,2.107558347
42.5,37.5,2.008203781
42.5,42.5,3.32674579
42.5,47.5,2.924353735
42.5,52.5,2.7399361
42.5,57.5,4.605459823
42.5,62.5,4.206015114
42.5,67.5,3.804547061
42.5,72.5,4.020929687
42.5,77.5,3.889754796
42.5,82.5,3.9972486
42.5,87.5,4.768990367
42.5,107.5,4.150077931
42.5,112.5,4.052240089
42.5,117.5,4.48292717
42.5,122.5,4.42876525
42.5,127.5,4.327834121
42.5,132.5,3.429101591
42.5,137.5,2.080417871
42.5,142.5,1.847973
42.5,147.5,1.598188592
42.5,152.5,1.488594394
42.5,157.5,1.493874347
42.5,162.5,1.494145044
42.5,167.5,1.435192214
42.5,172.5,1.309558253
42.5,177.5,1.332292804
47.5,-177.5,1.492298306
47.5,-172.5,1.588575566
47.5,-167.5,1.688576348
47.5,-162.5,1.763642212
47.5,-157.5,1.833550766
47.5,-152.5,1.934735126
47.5,-147.5,2.015282929
47.5,-142.5,1.891068793
47.5,-137.5,1.836840881
47.5,-132.5,1.786126732
47.5,-127.5,1.794254543
47.5,-122.5,1.939691847
47.5,-117.5,2.26388751
47.5,-112.5,2.595290694
47.5,-107.5,3.031321868
47.5,-102.5,3.146632415
47.5,-97.5,3.357622277
47.5,-92.5,2.643327167
47.5,-87.5,2.345094569
47.5,-82.5,2.867284387
47.5,-77.5,3.60394567
47.5,-72.5,3.931030372
47.5,-67.5,3.217680896
47.5,-62.5,3.606192549
47.5,-57.5,3.59822347
47.5,-52.5,2.892230197
47.5,-47.5,1.552971376
47.5,-42.5,0.286770232
47.5,-37.5,-0.226239327
47.5,-32.5,-0.271266985
47.5,-27.5,0.018241298
47.5,-22.5,0.678100364
47.5,-17.5,1.232159594
47.5,-12.5,1.649279976
47.5,-7.5,2.00094492
47.5,-2.5,2.508098706
47.5,2.5,3.408059648
47.5,7.5,4.092305463
47.5,12.5,3.805899314
47.5,17.5,3.918123963
47.5,22.5,2.83958591
47.5,27.5,3.683916907
47.5,32.5,3.550417538
47.5,37.5,3.753510405
47.5,42.5,4.673317233
47.5,47.5,4.322280097
47.5,52.5,4.303222911
47.5,57.5,4.681067648
47.5,62.5,4.710903067
47.5,67.5,4.763975743
47.5,72.5,4.484017994
47.5,77.5,4.483197021
47.5,82.5,4.751198669
47.5,87.5,5.078560425
47.5,92.5,5.358780828
47.5,97.5,5.117932912
47.5,102.5,4.560248809
47.5,107.5,4.747998838
47.5,112.5,4.61400951
47.5,117.5,4.91370927
47.5,122.5,4.716177764
47.5,127.5,4.963606244
47.5,132.5,4.697888657
47.5,137.5,3.737540843
47.5,142.5,1.756642614
47.5,147.5,1.076404457
47.5,152.5,1.638984373
47.5,157.5,1.843741529
47.5,162.5,1.860273357
47.5,167.5,1.696173461
47.5,172.5,1.6395111
47.5,177.5,1.51224501
52.5,-177.5,1.807851355
52.5,-172.5,1.75866814
52.5,-167.5,1.777542427
52.5,-162.5,1.90568605
52.5,-157.5,2.072238874
52.5,-152.5,2.178120357
52.5,-147.5,2.174554716
52.5,-142.5,2.016926555
52.5,-137.5,1.926118318
52.5,-132.5,1.980198297
52.5,-127.5,2.287471924
52.5,-122.5,2.661891626
52.5,-117.5,2.475352354
52.5,-112.5,2.508507642
52.5,-107.5,3.487400745
52.5,-102.5,3.403540063
52.5,-97.5,3.568822863
52.5,-92.5,3.803585569
52.5,-87.5,3.496919713
52.5,-82.5,3.128825491
52.5,-77.5,3.378608775
52.5,-72.5,3.560082111
52.5,-67.5,3.620779789
52.5,-62.5,3.753611511
52.5,-57.5,2.856105073
52.5,-52.5,2.248277344
52.5,-47.5,0.971434185
52.5,-42.5,-0.005400215
52.5,-37.5,-0.334948797
52.5,-32.5,-0.695394254
52.5,-27.5,-0.369443283
52.5,-22.5,0.205043944
52.5,-17.5,0.661307467
52.5,-12.5,1.259082344
52.5,-7.5,1.813615676
52.5,-2.5,2.288749642
52.5,2.5,2.448616679
52.5,7.5,3.003426001
52.5,12.5,3.250817345
52.5,17.5,2.841634455
52.5,22.5,3.346795716
52.5,27.5,4.213881998
52.5,32.5,4.303331125
52.5,37.5,4.656955712
52.5,42.5,4.803720427
52.5,47.5,5.177685858
52.5,52.5,4.847989918
52.5,57.5,4.249563196
52.5,62.5,4.492049259
52.5,67.5,4.484133516
52.5,72.5,5.007379528
52.5,77.5,4.665619073
52.5,82.5,4.466905796
52.5,87.5,4.731706519
52.5,92.5,4.909810212
52.5,97.5,5.10519067
52.5,102.5,5.287717093
52.5,107.5,4.869299116
52.5,112.5,4.500347385
52.5,117.5,4.631105922
52.5,122.5,4.201818012
52.5,127.5,4.509402518
52.5,132.5,4.863215474
52.5,137.5,3.656968253
52.5,142.5,2.885486975
52.5,147.5,0.967053571
52.5,152.5,1.272070731
52.5,157.5,2.119711239
52.5,162.5,1.540974552
52.5,167.5,1.462901022
52.5,172.5,1.641767608
52.5,177.5,1.639026956
57.5,-177.5,1.614588399
57.5,-172.5,1.763255923
57.5,-167.5,2.001485771
57.5,-162.5,2.226138941
57.5,-157.5,2.456942659
57.5,-152.5,2.577521775
57.5,-147.5,2.509597614
57.5,-142.5,2.340417518
57.5,-137.5,2.248335593
57.5,-132.5,2.265471166
57.5,-127.5,3.338680866
57.5,-122.5,3.488594123
57.5,-117.5,3.212586259
57.5,-112.5,3.999081359
57.5,-107.5,4.008001838
57.5,-102.5,3.860786376
57.5,-97.5,3.652614843
57.5,-92.5,2.143366046
57.5,-72.5,3.776413003
57.5,-67.5,3.728227798
57.5,-62.5,4.947544097
57.5,-57.5,2.618450861
57.5,-52.5,1.594243289
57.5,-47.5,0.643462238
57.5,-42.5,-0.191808378
57.5,-37.5,-0.488920782
57.5,-32.5,-0.604313709
57.5,-27.5,-0.444744592
57.5,-22.5,-0.068158964
57.5,-17.5,0.431653677
57.5,-12.5,0.805777894
57.5,-7.5,1.203677285
57.5,-2.5,1.407167828
57.5,2.5,1.552425371
57.5,7.5,2.049013334
57.5,12.5,2.5813268
57.5,17.5,2.770770225
57.5,22.5,2.810721493
57.5,27.5,3.8804137929999998
57.5,32.5,4.130260856
57.5,37.5,4.473834847
57.5,42.5,4.292908016
57.5,47.5,4.506676499
57.5,52.5,4.096693869
57.5,57.5,3.573204924
57.5,62.5,4.49136669
57.5,67.5,3.94556286
57.5,72.5,4.334862332
57.5,77.5,4.751099321
57.5,82.5,4.365760434
57.5,87.5,4.795056424
57.5,92.5,4.613275657
57.5,97.5,4.703481576
57.5,102.5,4.990170405
57.5,107.5,3.94467517
57.5,112.5,4.412793517
57.5,117.5,4.4821623
57.5,122.5,4.300180932
57.5,127.5,4.285703415
57.5,132.5,4.467987338
57.5,137.5,3.514388085
57.5,142.5,3.11091713
57.5,147.5,1.179996966
57.5,152.5,1.435140563
57.5,157.5,2.496096548
57.5,162.5,1.662013523
57.5,167.5,1.253435462
57.5,172.5,1.118845448
57.5,177.5,1.322240236
62.5,-167.5,1.846858598
62.5,-162.5,3.147714797
62.5,-157.5,3.731110717
62.5,-152.5,3.735898451
62.5,-147.5,3.316916035
62.5,-142.5,3.503440282
62.5,-137.5,3.977414993
62.5,-132.5,3.787084683
62.5,-127.5,4.338009312
62.5,-122.5,4.815563724
62.5,-117.5,5.17092012
62.5,-112.5,4.180263607
62.5,-107.5,3.956642829
62.5,-102.5,3.676597663
62.5,-97.5,3.652900209
62.5,-57.5,1.657468813
62.5,-52.5,0.85225678
62.5,-47.5,1.408478714
62.5,-42.5,0.5689715
62.5,-37.5,-0.641877158
62.5,-32.5,-0.265637041
62.5,-27.5,0.005586426
62.5,-22.5,0.570497644
62.5,-17.5,0.766936475
62.5,-12.5,0.865302006
62.5,-7.5,0.961792423
62.5,-2.5,1.117518593
62.5,2.5,1.214314953
62.5,7.5,1.966844321
62.5,12.5,2.972231229
62.5,17.5,3.346578479
62.5,22.5,3.237650302
62.5,27.5,3.444474087
62.5,32.5,3.44410918
62.5,37.5,3.562130797
62.5,42.5,3.610643551
62.5,47.5,3.619347807
62.5,52.5,3.524954705
62.5,57.5,3.213635089
62.5,62.5,3.219524721
62.5,67.5,3.091184927
62.5,72.5,4.194069132
62.5,77.5,4.558740878
62.5,82.5,4.781668773
62.5,87.5,4.597091619
62.5,92.5,4.25395586
62.5,97.5,4.263930535
62.5,102.5,4.699800172
62.5,107.5,4.311694129
62.5,112.5,4.178694416
62.5,117.5,3.965838785
62.5,122.5,3.544136234
62.5,127.5,3.594281106
62.5,132.5,3.926774937
62.5,137.5,4.074647023
62.5,152.5,5.394109347
62.5,162.5,2.72622997
62.5,167.5,3.022630027
62.5,172.5,2.769921801
62.5,177.5,2.187814022
67.5,-162.5,4.144286408
67.5,-157.5,4.870817129
67.5,-152.5,4.804214058
67.5,-147.5,5.199426759
67.5,-142.5,4.983041176
67.5,-137.5,5.251059367
67.5,-132.5,5.568211333
67.5,-127.5,5.231684127
67.5,-122.5,5.075273036
67.5,-117.5,5.185802671
67.5,-112.5,3.913774719
67.5,-107.5,3.156779399
67.5,-37.5,1.028402602
67.5,-22.5,1.382453932
67.5,-17.5,1.175098345
67.5,-12.5,0.873252489
67.5,-7.5,0.880921044
67.5,-2.5,0.986296482
67.5,2.5,1.311105966
67.5,7.5,1.752686425
67.5,12.5,2.22825246
67.5,17.5,2.958049398
67.5,22.5,3.196193832
67.5,27.5,3.126985268
67.5,32.5,2.895830062
67.5,37.5,3.130752102
67.5,42.5,2.607302707
67.5,52.5,3.571168339
67.5,57.5,3.601055841
67.5,62.5,3.760532039
67.5,67.5,3.831581206
67.5,72.5,3.535639783
67.5,77.5,4.369996584
67.5,82.5,3.967031181
67.5,87.5,3.868725285
67.5,92.5,4.817087581
67.5,97.5,4.306677457
67.5,127.5,4.133845903
67.5,132.5,4.025270155
72.5,-57.5,2.62258347
72.5,-27.5,1.706766296
72.5,-7.5,1.124874382
72.5,-2.5,1.256610393
72.5,2.5,1.193856844
72.5,7.5,1.765526773
72.5,12.5,2.175065705
72.5,17.5,2.296887849
72.5,22.5,2.231378894
72.5,27.5,2.241834576
72.5,32.5,2.272317515
72.5,37.5,1.99538556
72.5,42.5,2.4789778
72.5,47.5,3.416042685
72.5,52.5,3.330776924
72.5,122.5,2.650717379
72.5,127.5,2.672757423
77.5,7.5,2.295113428
77.5,12.5,2.19879672
