Latitude,Longitude,Value,Value_Celsius
-22.5,-47.5,4.137681224,2.298711791111111
-22.5,-42.5,3.283682491,1.8242680505555553
-22.5,-37.5,2.262235459,1.2567974772222221
-22.5,-32.5,2.277767229,1.2654262383333335
-22.5,-27.5,2.364872637,1.3138181316666666
-22.5,-22.5,2.125123446,1.1806241366666665
-22.5,-17.5,1.908548529,1.0603047383333335
-22.5,-12.5,1.8123037,1.0068353888888888
-22.5,-7.5,1.859476787,1.0330426594444444
-22.5,-2.5,1.909068454,1.0605935855555557
-22.5,2.5,1.94090012,1.0782778444444443
-22.5,7.5,2.103858162,1.16881009
-22.5,12.5,2.570126719,1.4278481772222225
-22.5,17.5,2.501314945,1.3896194138888889
-22.5,22.5,2.617503502,1.4541686122222222
-22.5,27.5,1.5505468,0.861414888888889
-22.5,32.5,2.292754746,1.2737526366666667
-22.5,37.5,1.928659965,1.0714777583333333
-22.5,42.5,1.897198656,1.0539992533333333
-22.5,47.5,1.808688978,1.00482721
-22.5,52.5,1.461993638,0.8122186877777778
-22.5,57.5,1.362679215,0.7570440083333333
-22.5,62.5,1.334289552,0.7412719733333333
-22.5,67.5,1.211096526,0.6728314033333334
-22.5,72.5,1.383871715,0.7688176194444444
-22.5,77.5,1.330842087,0.739356715
-22.5,82.5,1.356271612,0.753484228888889
-22.5,87.5,1.478218171,0.8212323172222222
-22.5,92.5,1.604480626,0.8913781255555556
-22.5,97.5,1.728221631,0.9601231283333332
-22.5,102.5,1.778125363,0.987847423888889
-22.5,107.5,1.721744981,0.9565249894444445
-22.5,112.5,1.812342895,1.006857163888889
-22.5,117.5,2.209612527,1.227562515
-22.5,122.5,3.56334386,1.9796354777777776
-22.5,127.5,3.069688475,1.705382486111111
-22.5,132.5,3.177794973,1.7654416516666669
-22.5,137.5,3.242960385,1.8016446583333332
-22.5,142.5,2.895409504,1.6085608355555554
-22.5,147.5,2.171114008,1.2061744488888888
-22.5,152.5,2.185176948,1.2139871933333335
-22.5,157.5,2.247338393,1.2485213294444444
-22.5,162.5,2.269842123,1.2610234016666668
-22.5,167.5,2.076739476,1.1537441533333335
-22.5,172.5,2.051814176,1.1398967644444447
-22.5,177.5,1.979175849,1.0995421383333333
-17.5,-177.5,1.931598137,1.073110076111111
-17.5,-172.5,1.899121749,1.0550676383333333
-17.5,-167.5,1.778355989,0.9879755494444444
-17.5,-162.5,1.635897817,0.9088321205555556
-17.5,-157.5,1.591627428,0.88423746
-17.5,-152.5,1.596944995,0.8871916638888889
-17.5,-147.5,1.584750768,0.8804170933333333
-17.5,-137.5,1.33963609,0.7442422722222222
-17.5,-132.5,1.327402329,0.7374457383333334
-17.5,-127.5,1.178419754,0.6546776411111112
-17.5,-122.5,0.986559208,0.5480884488888889
-17.5,-117.5,0.858218175,0.47678787500000003
-17.5,-112.5,0.820689509,0.4559386161111111
-17.5,-107.5,0.766317592,0.4257319955555556
-17.5,-102.5,0.704154984,0.39119721333333335
-17.5,-97.5,0.697306001,0.38739222277777774
-17.5,-92.5,1.149993677,0.6388853761111112
-17.5,-87.5,1.649343147,0.9163017483333333
-17.5,-82.5,1.902085994,1.056714441111111
-17.5,-77.5,1.996127801,1.1089598894444446
-17.5,-72.5,1.842297048,1.02349836
-17.5,-67.5,1.457326932,0.8096260733333334
-17.5,-62.5,2.287650038,1.270916687777778
-17.5,-57.5,2.564663465,1.4248130361111113
-17.5,-52.5,3.91585613,2.175475627777778
-17.5,-47.5,3.999679402,2.222044112222222
-17.5,-42.5,4.028197864,2.2378877022222223
-17.5,-37.5,2.53467528,1.4081529333333334
-17.5,-32.5,2.287529085,1.2708494916666666
-17.5,-27.5,2.27940847,1.2663380388888887
-17.5,-22.5,2.204862047,1.2249233594444446
-17.5,-17.5,2.106494304,1.1702746133333333
-17.5,-12.5,2.13111952,1.183955288888889
-17.5,-7.5,2.210125364,1.2278474244444444
-17.5,-2.5,2.247048134,1.2483600744444443
-17.5,2.5,2.274881555,1.263823086111111
-17.5,7.5,2.913389583,1.6185497683333334
-17.5,12.5,3.199072936,1.7772627422222222
-17.5,17.5,2.576002228,1.431112348888889
-17.5,22.5,2.331962705,1.2955348361111112
-17.5,27.5,1.675089213,0.9306051183333334
-17.5,32.5,1.840936848,1.0227426933333332
-17.5,37.5,1.915881714,1.06437873
-17.5,42.5,1.935455638,1.0752531322222223
-17.5,47.5,2.052084485,1.1400469361111112
-17.5,52.5,1.519635271,0.8442418172222222
-17.5,57.5,1.401870539,0.7788169661111111
-17.5,62.5,1.456197149,0.8089984161111112
-17.5,67.5,1.352280938,0.7512671877777778
-17.5,72.5,1.355026917,0.7527927316666667
-17.5,77.5,1.2881862,0.715659
-17.5,82.5,1.368397437,0.7602207983333334
-17.5,87.5,1.522598761,0.8458882005555556
-17.5,92.5,1.530940409,0.8505224494444446
-17.5,97.5,1.675438007,0.9307988927777777
-17.5,102.5,1.639187268,0.9106595933333332
-17.5,107.5,1.696711331,0.942617406111111
-17.5,112.5,1.717457259,0.9541429216666667
-17.5,117.5,1.61842691,0.899126061111111
-17.5,122.5,2.054502279,1.1413901549999999
-17.5,127.5,2.685878624,1.492154791111111
-17.5,132.5,2.43640879,1.3535604388888889
-17.5,137.5,2.584216456,1.435675808888889
-17.5,142.5,1.536863433,0.8538130183333332
-17.5,147.5,2.221919793,1.234399885
-17.5,152.5,2.218098521,1.232276956111111
-17.5,157.5,2.227572552,1.2375403066666666
-17.5,162.5,2.153793915,1.1965521749999999
-17.5,167.5,1.986634693,1.1036859405555555
-17.5,172.5,1.988037589,1.1044653272222222
-17.5,177.5,2.180269505,1.2112608361111112
-12.5,-177.5,1.8669973,1.037220722222222
-12.5,-172.5,1.706955941,0.9483088561111112
-12.5,-167.5,1.646525972,0.914736651111111
-12.5,-162.5,1.496407152,0.8313373066666666
-12.5,-157.5,1.376950555,0.7649725305555557
-12.5,-152.5,1.342961196,0.7460895533333334
-12.5,-147.5,1.429279507,0.7940441705555555
-12.5,-137.5,1.180718763,0.6559548683333333
-12.5,-132.5,1.169815223,0.6498973461111112
-12.5,-127.5,1.03521227,0.5751179277777777
-12.5,-122.5,1.007365103,0.5596472794444444
-12.5,-117.5,1.024354869,0.5690860383333333
-12.5,-112.5,1.09520086,0.6084449222222222
-12.5,-107.5,0.974213277,0.5412295983333334
-12.5,-102.5,0.938589006,0.5214383366666666
-12.5,-97.5,1.039455791,0.5774754394444445
-12.5,-92.5,1.522209808,0.8456721155555554
-12.5,-87.5,1.847468393,1.0263713294444445
-12.5,-82.5,2.131709453,1.1842830294444444
-12.5,-77.5,1.944218549,1.080121416111111
-12.5,-72.5,1.428807838,0.7937821322222223
-12.5,-67.5,1.891035635,1.050575352777778
-12.5,-52.5,4.008177131,2.226765072777778
-12.5,-47.5,3.499289271,1.944049595
-12.5,-42.5,3.80684089,2.1149116055555557
-12.5,-37.5,2.60317929,1.4462107166666667
-12.5,-32.5,2.149441227,1.1941340150000002
-12.5,-27.5,2.108221083,1.171233935
-12.5,-22.5,2.091629838,1.1620165766666666
-12.5,-17.5,2.169314738,1.2051748544444445
-12.5,-12.5,2.256245346,1.2534696366666667
-12.5,-7.5,2.414356014,1.3413088966666666
-12.5,-2.5,2.562156399,1.4234202216666665
-12.5,2.5,2.692122084,1.4956233800000003
-12.5,7.5,3.361170844,1.8673171355555556
-12.5,12.5,3.729992799,2.0722182216666667
-12.5,17.5,2.628422541,1.460234745
-12.5,22.5,2.305085204,1.2806028911111111
-12.5,27.5,2.104611649,1.169228693888889
-12.5,32.5,2.165403511,1.2030019505555556
-12.5,37.5,2.197328532,1.2207380733333333
-12.5,42.5,1.89503856,1.0527992
-12.5,47.5,1.821444862,1.0119138122222224
-12.5,52.5,1.759460308,0.9774779488888888
-12.5,57.5,1.675132259,0.9306290327777779
-12.5,62.5,1.687963508,0.9377575044444444
-12.5,67.5,1.733280174,0.9629334300000001
-12.5,72.5,1.703614959,0.946452755
-12.5,77.5,1.657241377,0.9206896538888889
-12.5,82.5,1.672763863,0.9293132572222221
-12.5,87.5,1.745538103,0.9697433905555555
-12.5,92.5,1.785658834,0.9920326855555555
